GRA142	mahalliy qoʻllash uchun eritma tayyorlash uchun granulalar 	гранулы для приготовления раствора для местного применения						
GRA143	teri ustiga skarifikatsiya sinamasi uchun eritma tayyorlash uchun granulalar	гранулы для приготовления раствора для накожного скарифицированного нанесения						
GRA144	milklarga surtish uchun eritma tayyorlash uchun granulalar	гранулы для приготовления раствора для нанесения на десны						
GRA145	sirtga qoʻllash uchun eritma tayyorlash uchun granulalar	гранулы для приготовления раствора для наружного применения						
GRA146	boʻgʻim atrofiga yuborish uchun eritma tayyorlash uchun granulalar	гранулы для приготовления раствора для околосуставного введения						
GRA147	meʼdani yuvish uchun eritma tayyorlash uchun granulalar	гранулы для приготовления раствора для орошения желудка						
GRA148	siydik pufagi (qovuq)ni yuvish uchun eritma tayyorlash uchun granulalar 	гранулы для приготовления раствора для орошения мочевого пузыря						
GRA149	parabulbar yuborish uchun eritma tayyorlash uchun granulalar 	гранулы для приготовления раствора для парабульбарного введения						
GRA150	peritoneal dializ uchun eritma tayyorlash uchun granulalar 	гранулы для приготовления раствора для перитонеального диализа						
GRA151	teri ostiga yuborish uchun eritma tayyorlash uchun granulalar 	гранулы для приготовления раствора для подкожного введения						
GRA152	chayish uchun eritma tayyorlash uchun granulalar	гранулы для приготовления раствора для полоскания						
GRA153	ichga qabul qilish uchun eritma tayyorlash uchun granulalar	гранулы для приготовления раствора для приема внутрь						
GRA154	koʻzni yuvish uchun eritma tayyorlash uchun granulalar	гранулы для приготовления раствора для промывания глаз						
GRA155	burun boʻshligʻini yuvish uchun eritma tayyorlash uchun granulalar	гранулы для приготовления раствора для промывания полости носа						
GRA156	ogʻiz boʻshligʻini chayish uchun eritma tayyorlash uchun granulalar	гранулы для приготовления раствора для промывания полости рта						
GRA157	eshitish yoʻlini yuvish uchun eritma tayyorlash uchun granulalar	гранулы для приготовления раствора для промывания слухового прохода						
GRA158	ogʻiz boʻshligʻi shilliq qavati uchun eritma tayyorlash uchun granulalar	гранулы для приготовления раствора для слизистой оболочки полости рта						
GRA159	subkonyunktival yuborish uchun eritma tayyorlash uchun granulalar 	гранулы для приготовления раствора для субконъюнктивального введения						
GRA160	ekstraamnial yuborish uchun eritma tayyorlash uchun granulalar 	гранулы для приготовления раствора для экстраамниального введения						
GRA161	endosinusial yuborish uchun eritma tayyorlash uchun granulalar	гранулы для приготовления раствора для эндосинусиального введения						
GRA162	endotraxeal yuborish uchun eritma tayyorlash uchun granulalar	гранулы для приготовления раствора для эндотрахеального введения						
GRA163	tish eritmasi tayyorlash uchun granulalar	гранулы для приготовления раствора зубного						
GRA164	rektal ertima tayyorlash uchun granulalar	гранулы для приготовления раствора ректального						
GRA165	transdermal eritma tayyorlash uchun granulalar	гранулы для приготовления раствора трансдермального						
GRA166	sirop tayyorlash uchun granulalar	гранулы для приготовления сиропа						
GRA167	vaginal suspenziya tayyorlash uchun granulalar	гранулы для приготовления суспензии вагинальной						
GRA168	teri ichiga yuborish uchun eritma tayyorlash uchun granulalar	гранулы для приготовления суспензии для внутрикожного введения						
GRA169	mushak ichiga yuborish uchun eritma eritma tayyorlash uchun granulalar	гранулы для приготовления суспензии для внутримышечного введения						
GRA170	boʻgʻim ichiga yuborish uchun suspenziya tayyorlash uchun granulalar 	гранулы для приготовления суспензии для внутрисуставного введения						
GRA171	gastroenteral yuborish uchun suspenziya tayyorlash uchun granulalar 	гранулы для приготовления суспензии для гастроэнтерального введения						
GRA172	inyeksiya uchun suspenziya tayyorlash uchun granulalar 	гранулы для приготовления суспензии для инъекций						
GRA173	ajralib chiqishi uzaytirilgan inyeksiya uchun suspenziya tayyorlash uchun granulalar	гранулы для приготовления суспензии для инъекций с пролонгированным высвобождением						
GRA174	implantatsiya uchun suspenziya tayyorlash uchun granulalar	гранулы для приготовления суспензии для имплантации						
GRA175	ingalyatsiya uchun suspenziya tayyorlash uchun granulalar	гранулы для приготовления суспензии для ингаляций						
GRA176	mahalliy qoʻllash uchun suspenziya tayyorlash uchun granulalar 	гранулы для приготовления суспензии для местного применения						
GRA177	teri ustiga skarifikatsiya sinamasi uchun suspenziya tayyorlash uchun granulalar	гранулы для приготовления суспензии для накожного скарификационного нанесения						
GRA178	sirtga qoʻllash uchun suspenziya tayyorlash uchun granulalar 	гранулы для приготовления суспензии для наружного применения						
GRA179	boʻgʻim atrofiga yuborish uchun suspenziya tayyorlash uchun granulalar	гранулы для приготовления суспензии для околосуставного введения						
GRA180	teri ostiga yuborish uchun suspenziya tayyorlash uchun granulalar	гранулы для приготовления суспензии для подкожного введения						
GRA181	ichga qabul qilish uchun suspenziya tayyorlash uchun granulalar	гранулы для приготовления суспензии для приема внутрь						
GRA182	ogʻiz boʻshligʻi shilliq qavati uchun suspenziya tayyorlash uchun granulalar	гранулы для приготовления суспензии для слизистой оболочки полости рта						
GRA183	endosinusial yuborish uchun suspenziya tayyorlash uchun granulalar	гранулы для приготовления суспензии для эндосинусиального введения						
GRA184	endotraxeal yuborish uchun suspenziya tayyorlash uchun granulalar	гранулы для приготовления суспензии для эндотрахеального введения						
GRA185	tish suspenziyasi tayyorlash uchun granulalar	гранулы для приготовления суспензии зубной						
GRA186	rektal suspenziya tayyorlash uchun granulalar	гранулы для приготовления суспензии ректальной						
CAP1	kapsulalar	капсулы						
CAP101	kapsulalar	капсулы						
CAP102	vaginal kapsulalar	капсулы вагинальные						
CAP103	bachadon ichi kapsulalari	капсулы внутриматочные						
CAP104	chaynaladigan kapsulalar	капсулы жевательные						
CAP105	ichakda eruvchi kapsulalar	капсулы кишечнорастворимые						
CAP106	ajralib chiqishi uzaytirilgan ichakda eruvchi kapsulalar 	капсулы кишечнорастворимые с пролонгированным высвобождением						
CAP107	til osti kapsulalari	капсулы подъязычные						
CAP108	rektal kapsulalar	капсулы ректальные						
CAP109	ajralib chiqishi modifikatsiya qilingan kapsulalar	капсулы с модифицированным высвобождением						
CAP110	ingalyatsiya uchun kukunli kapsulalar	капсулы с порошком для ингаляций						
CAP111	ajralib chiqishi uzaytirilgan kapsulalar 	капсулы с пролонгированным высвобождением						
POW101	kukun	порошок						
POW102	ingalyatsiya uchun dozalangan kukun	порошок для ингаляций дозированный						
POW103	mahalliy qoʻllash uchun kukun	порошок для местного применения						
POW104	sirtga qoʻllash uchun kukun	порошок для наружного применения						
POW105	ichga qabul uchun kukun	порошок для приема внутрь						
POW106	nazal kukun	порошок назальный						
POW107	periodontal kukun	порошок периодонтальный						
POW108	quloq kukuni	порошок ушной						
POW109	vishillovchi kukun	порошок шипучий						
POW110	vaginal gel tayyorlash uchun kukun	порошок для приготовления геля вагинального						
POW111	koʻzga gel tayyorlash uchun kukun	порошок для приготовления геля глазного						
POW112	inyeksiya uchun gel tayyorlash uchun kukun	порошок для приготовления геля для инъекций						
POW113	mahalliy qoʻllash uchun gel tayyorlash uchun kukun	порошок для приготовления геля для местного применения						
POW114	milkka surtish uchun gel tayyorlash uchun kukun	порошок для приготовления геля для нанесения на десны						
POW115	ogʻiz boʻshligʻi shilliq qavatiga surtish uchun gel tayyorlash uchun kukun	порошок для приготовления геля для нанесения на слизистую оболочку рта						
POW116	sirtga qoʻllash uchun gel tayyorlash uchun kukun	порошок для приготовления геля для наружного применения						
POW117	teri ostiga yuborish uchun gel tayyorlash uchun kukun	порошок для приготовления геля для подкожного введения						
POW118	ichga qabul qilish uchun suspenziya tayyorlash uchun gel tayyorlash uchun kukun	порошок для приготовления геля для приготовления суспензии для приема внутрь						
POW119	ichga qabul qilish uchun gel tayyorlash uchun kukun	порошок для приготовления геля для приема внутрь						
POW120	tishga gel tayyorlash uchun kukun	порошок для приготовления геля зубного						
POW121	intestinal gel tayyorlash uchun kukun	порошок для приготовления геля интестинального						
POW122	burunga gel tayyorlash uchun kukun	порошок для приготовления геля назального						
POW123	periodontal gelni tayyorlash uchun kukun	порошок для приготовления геля периодонтального						
POW124	rektal gel tayyorlash uchun kukun	порошок для приготовления геля ректального						
POW125	stomotologik gel tayyorlash uchun kukun	порошок для приготовления геля стоматологического						
POW126	transdermal gel tayyorlash uchun kukun	порошок для приготовления геля трансдермального						
POW127	uretral gel tayyorlash uchun kukun	порошок для приготовления геля уретрального						
POW128	quloq gelini tayyorlash uchun kukun	порошок для приготовления геля ушного						
POW129	endotservikal gel tayyorlash uchun kukun	порошок для приготовления геля эндоцервикального						
POW130	vena ichiga yuborish uchun dispersiya tayyorlash uchun kukun 	порошок для приготовления дисперсии для внутривенного введения						
POW131	teri ichiga yuborish uchun dispersiya tayyorlash uchun kukun 	порошок для приготовления дисперсии для внутрикожного введения						
POW132	infuziya uchun dispersiya tayyorlash uchun kukun 	порошок для приготовления дисперсии для инфузий						
POW133	inyeksiya uchun dispersiya tayyorlash uchun kukun 	порошок для приготовления дисперсии для инъекций						
POW134	koʻz tomchilarini tayyorlash uchun kukun	порошок для приготовления капель глазных						
POW135	taʼsiri uzaytirilgan koʻz tomchilarini tayyorlash uchun kukun	порошок для приготовления капель глазных с пролонгированным высвобождением						
POW136	ingalyatsiya uchun tomchi tayyorlash uchun kukun	порошок для приготовления капель для ингаляции						
POW137	mahalliy qoʻllash uchun tomchi tayyorlash uchun kukun	порошок для приготовления капель для местного применения						
POW138	ogʻiz shilliq qavatiga surish uchun tomchi tayyorlash uchun kukun	порошок для приготовления капель для нанесения на слизистую оболочку полости рта						
POW139	ichga qabul qilish uchun tomchi tayyorlash uchun kukun	порошок для приготовления капель для приема внутрь						
POW140	tish tomchilari tayyorlash uchun kukun	порошок для приготовления капель зубных						
POW141	burun tomchilarini tayyorlash uchun kukun	порошок для приготовления капель назальных						
POW142	til osti tomchilarini tayyorlash uchun kukun	порошок для приготовления капель подъязычных						
POW143	quloq tomchilarini tayyorlash uchun kukun	порошок для приготовления капель ушных						
POW144	vaginal eritma tayyorlash uchun kukun	порошок для приготовления раствора вагинального						
POW145	bachadon ichiga eritma tayyorlash uchun kukun	порошок для приготовления раствора внутриматочного						
POW146	arteriya ichiga yuborish uchun eritma tayyorlash uchunu kukun	порошок для приготовления раствора для внутриартериального введения						
POW147	qorin boʻshligʻi ichiga yuborish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для внутрибрюшинного введения						
POW148	vena ichiga yuborish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для внутривенного введения						
POW149	koʻz ichiga yuborish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для внутриглазного введения						
POW150	teri ichiga yuborish uchun eritma tayyorlash kukun	порошок для приготовления раствора для внутрикожного введения						
POW151	koronar tomir ichiga yuborish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для внутрикоронарного введения						
POW152	mushak ichiga yuborish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для внутримышечного введения						
POW153	boʻshliq ichiga yuborish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для внутриполостного введения						
POW154	pufak ichiga yuborish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для внутрипузырного введения						
POW155	boʻgʻim ichiga yuborish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для внутрисуставного введения						
POW156	gastroenteral yuborish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для гастроэнтерального введения						
POW157	gemodializa uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для гемодиализа						
POW158	gemodiafiltratsiya uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для гемодиафильтрации						
POW159	gemofiltratsiya uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для гемофильтрации						
POW160	ingalyatsiya uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для ингаляций						
POW161	intraamniotik (amniotik qavat ichiga) yuborish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для интраамниального введения						
POW162	limfa ichiga yuborish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для интралимфатического введения						
POW163	intratekal yuborish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для интратекального введения						
POW164	infuziya uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для инфузий						
POW165	inyeksiya uchun eritma tayyorlash uchun kukun 	порошок для приготовления раствора для инъекций						
POW166	mahalliy qoʻllash uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для местного применения						
POW167	teri ustiga skarifikatsiya sinamasi uchun eritmani tayyorlash uchun kukun	порошок для приготовления раствора для накожного скарифицированного нанесения						
POW168	milklarga surtish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для нанесения на десны						
POW169	sirtga qoʻllash uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для наружного применения						
POW170	boʻgʻim atrofiga yuborish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для околосуставного введения						
POW171	meʼdani yuvish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для орошения желудка						
POW172	siydik pufagini yuvish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для орошения мочевого пузыря						
POW173	parabulbar yuborish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для парабульбарного введения						
POW174	peritoneal dializ uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для перитонеального диализа						
POW175	teri ostiga yuborish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для подкожного введения						
POW176	ogʻiz boʻshligʻi va/yoki xalqumni yuvish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для полоскания полости рта и/или глотки						
POW177	ichga qabul qilish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для приема внутрь						
POW178	prik-test oʻtkazish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для проведения прик-теста						
POW179	koʻzni yuvish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для промывания глаз						
POW180	burun boʻshligʻini yuvish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для промывания полости носа						
POW181	ogʻiz boʻshligʻini yuvish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для промывания полости рта						
POW182	eshitish yoʻllarini yuvish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для промывания слухового прохода						
POW183	ogʻiz boʻshligʻi shilliq qavati uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для слизистой оболочки полости рта						
POW184	subkonyunktival yuborish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для субконъюнктивального введения						
POW185	ekstraamniotik (amniotik qavat sirtiga) yuborish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для экстраамниального введения						
POW186	endosinusial yuborish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для эндосинусиального введения						
POW187	endotraxeal yuborish uchun eritma tayyorlash uchun kukun	порошок для приготовления раствора для эндотрахеального введения						
POW188	tishga eritma tayyorlash uchun kukun	порошок для приготовления раствора зубного						
POW189	rektal eritma tayyorlash uchun kukun	порошок для приготовления раствора ректального						
POW190	transdermal eritma tayyorlash uchun kukun	порошок для приготовления раствора трансдермального						
POW191	milklarga surtish uchun pasta tayyorlash uchun kukun	порошок для приготовления пасты для нанесения на десны						
POW192	ogʻiz shilliq qavatiga pasta tayyorlash uchun kukun	порошок для приготовления пасты для нанесения на слизистую оболочку полости рта						
POW193	sirtga qoʻllash uchun pasta tayyorlash uchun kukun	порошок для приготовления пасты для наружного применения						
POW194	ichga qabul qilish uchun pasta tayyorlash uchun suspenziya tayyorlash uchun kukun	порошок для приготовления пасты для приготовления суспензии для приема внутрь						
POW195	ichga qabul qilish uchun pastani tayyorlash uchun kukun	порошок для приготовления пасты для приема внутрь						
POW196	dorivor stomotologik pastani tayyorlash uchun kukun 	порошок для приготовления пасты лекарственной стоматологической						
POW197	sirop tayyorlash uchun kukun	порошок для приготовления сиропа						
POW198	mahalliy qoʻllash uchun sprey tayyorlash uchun kukun	порошок для приготовления спрея для местного применения						
POW199	sirtga qoʻllash uchun sprey tayyorlash uchun kukun	порошок для приготовления спрея для наружного применения						
POW200	ogʻiz boʻshligʻi shilliq qavati uchun sprey tayyorlash uchun kukun 	порошок для приготовления спрея для слизистой оболочки полости рта						
POW201	burunga sprey tayyorlash uchun kukun	порошок для приготовления спрея назального						
POW202	til ostiga dozalangan sprey tayyorlash uchun kukun	порошок для приготовления спрея подъязычного дозированного						
POW203	transdermal sprey tayyorlash uchun kukun	порошок для приготовления спрея трансдермального						
POW204	quloq spreyini tayyorlash uchun kukun	порошок для приготовления спрея ушного						
POW205	vaginal suspenziyani tayyorlash uchun kukun	порошок для приготовления суспензии вагинальной						
POW206	teri ichiga yuborish uchun suspenziya tayyorlash uchun kukun	порошок для приготовления суспензии для внутрикожного введения						
POW207	mushak ichiga yuborish uchun suspenziya tayyorlash uchun kukun	порошок для приготовления суспензии для внутримышечного введения						
POW208	boʻgʻim ichiga yuborish uchun suspenziya tayyorlash uchun kukun	порошок для приготовления суспензии для внутрисуставного введения						
POW209	gastroenteral yuborish uchun suspenziya tayyorlash uchun kukun	порошок для приготовления суспензии для гастроэнтерального введения						
POW210	inyeksiya uchun suspenziya tayyorlash uchun kukun	порошок для приготовления суспензии для инъекций						
POW211	taʼsiri uzaytirilgan inyeksiya uchun suspenziya tayyorlash uchun kukun	порошок для приготовления суспензии для инъекций с пролонгированным высвобождением						
POW212	implantatsiya uchun suspenziya tayyorlash uchun kukun	порошок для приготовления суспензии для имплантации						
POW213	ingalyatsiya uchun suspenziya tayyorlash uchun kukun	порошок для приготовления суспензии для ингаляций						
POW214	mahalliy qoʻllash uchun suspenziya tayyorlash uchun kukun	порошок для приготовления суспензии для местного применения						
POW215	teri ustiga skarifikatsiya sinamasi uchun suspenziya tayyorlash uchun kukun	порошок для приготовления суспензии для накожного скарификационного нанесения						
POW216	sirtga qoʻllash uchun suspenziya tayyorlash uchun kukun	порошок для приготовления суспензии для наружного применения						
POW217	boʻgʻim atrofiga yuborish uchun suspenziya tayyorlash uchun kukun	порошок для приготовления суспензии для околосуставного введения						
POW218	teri ostiga yuborish uchun suspenziya tayyorlash uchun kukun	порошок для приготовления суспензии для подкожного введения						
POW219	ichga qabul qilish uchun suspenziya tayyorlash uchun kukun	порошок для приготовления суспензии для приема внутрь						
POW220	ogʻiz boʻshligʻi shilliq qavati uchun suspenziya tayyorlash uchun kukun 	порошок для приготовления суспензии для слизистой оболочки полости рта						
POW221	endosinusial yuborish uchun suspenziya tayyorlash uchun kukun	порошок для приготовления суспензии для эндосинусиального введения						
POW222	endotraxeal yuborish uchun suspenziya tayyorlash uchun kukun	порошок для приготовления суспензии для эндотрахеального введения						
POW223	tish suspenziyasini tayyorlash uchun kukun	порошок для приготовления суспензии зубной						
POW224	rektal suspenziya tayyorlash uchun kukun	порошок для приготовления суспензии ректальной						
LYO101	liofilizat	лиофилизат						
LYO102	vena ichiga yuborish uchun dispersiya tayyorlash uchun liofilizat	лиофилизат для приготовления дисперсии для внутривенного введения						
LYO103	teri ichiga yuborish uchun dispersiya tayyorlash uchun liofilizat	лиофилизат для приготовления дисперсии для внутрикожного введения						
LYO104	infuziya uchun dispersiya tayyorlash uchun liofilizat	лиофилизат для приготовления дисперсии для инфузий						
LYO105	inyeksiya uchun dispersiya tayyorlash uchun liofilizat	лиофилизат для приготовления дисперсии для инъекций						
LYO106	koʻz tomchilari tayyorlash uchun liofilizat	лиофилизат для приготовления капель глазных						
LYO107	ajralib chiqishi uzaytirilgan koʻz tomchilari tayyorlash uchun liofilizat	лиофилизат для приготовления капель глазных с пролонгированным высвобождением						
LYO108	ingalyatsiya uchun tomchi tayyorlash uchun liofilizat	лиофилизат для приготовления капель для ингаляции						
LYO109	mahalliy qoʻllash uchun tomchi tayyorlash uchun liofilizat	лиофилизат для приготовления капель для местного применения						
LYO110	ogʻiz boʻshligʻi shilliq qavatida qoʻllash uchun tomchi tayyorlash uchun liofilizat	лиофилизат для приготовления капель для нанесения на слизистую оболочку полости рта						
LYO111	ichga qabul qilish uchun tomchi tayyorlash uchun liofilizat	лиофилизат для приготовления капель для приема внутрь						
LYO112	tish tomchilari tayyorlash uchun liofilizat	лиофилизат для приготовления капель зубных						
LYO113	nazal tomchilari tayyorlash uchun liofilizat	лиофилизат для приготовления капель назальных						
LYO114	til osti tomchilari tayyorlash uchun liofilizat	лиофилизат для приготовления капель подъязычных						
LYO115	quloq tomchilari tayyorlash uchun liofilizat	лиофилизат для приготовления капель ушных						
LYO116	vena ichiga yuborish uchun dispersiya tayyorlash uchun konsentrat tayyorlash uchun liofilizat	лиофилизат для приготовления концентрата для приготовления дисперсии для внутривенного введения						
LYO117	teri ichiga yuborish uchun dispersiya tayyorlash uchun konsentrat tayyorlash uchun liofilizat	лиофилизат для приготовления концентрата для приготовления дисперсии для внутрикожного введения						
LYO118	infuziya uchun dispersiya tayyorlash uchun konsentrat tayyorlash uchun liofilizat	лиофилизат для приготовления концентрата для приготовления дисперсии для инфузий						
LYO119	inyeksiya uchun dispersiya tayyorlash uchun konsentrat tayyorlash uchun liofilizat	лиофилизат для приготовления концентрата для приготовления дисперсии для инъекций						
LYO120	vaginal eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat	лиофилизат для приготовления концентрата для приготовления раствора вагинального						
LYO121	bachadon ichiga eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat	лиофилизат для приготовления концентрата для приготовления раствора внутриматочного						
LYO122	arteriya ichiga yuborish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat	лиофилизат для приготовления концентрата для приготовления раствора для внутриартериального введения						
LYO123	qorin boʻshligʻi ichiga yuborish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat	лиофилизат для приготовления концентрата для приготовления раствора для внутрибрюшинного введения						
LYO124	vena ichiga yuborish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat	лиофилизат для приготовления концентрата для приготовления раствора для внутривенного введения						
LYO125	koʻz ichiga yuborish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat	лиофилизат для приготовления концентрата для приготовления раствора для внутриглазного введения						
LYO126	teri ichiga yuborish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat	лиофилизат для приготовления концентрата для приготовления раствора для внутрикожного введения						
LYO127	koronar tomir ichiga yuborish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для внутрикоронарного введения						
LYO128	mushak ichiga yuborish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для внутримышечного введения						
LYO129	boʻshliq ichiga yuborish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для внутриполостного введения						
LYO130	pufak ichiga yuborish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для внутрипузырного введения						
LYO131	boʻgʻim ichiga yuborish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для внутрисуставного введения						
LYO132	gastroenteral yuborish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat	лиофилизат для приготовления концентрата для приготовления раствора для гастроэнтерального введения						
LYO133	gemodializ uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat	лиофилизат для приготовления концентрата для приготовления раствора для гемодиализа						
LYO134	gemodiafiltratsiya uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat	лиофилизат для приготовления концентрата для приготовления раствора для гемодиафильтрации						
LYO135	gemofiltratsiya uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat	лиофилизат для приготовления концентрата для приготовления раствора для гемофильтрации						
LYO136	ingalyatsiya uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat	лиофилизат для приготовления концентрата для приготовления раствора для ингаляций						
LYO137	intraamnial yuborish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat	лиофилизат для приготовления концентрата для приготовления раствора для интраамниального введения						
LYO138	limfa ichiga yuborish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat	лиофилизат для приготовления концентрата для приготовления раствора для интралимфатического введения						
LYO139	intratekal yuborish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для интратекального введения						
LYO140	infuziya uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для инфузий						
LYO141	inyeksiya uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для инъекций						
LYO142	mahalliy qoʻllash uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для местного применения						
LYO143	teri ustiga skarifikatsiya sinamasi uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat  	лиофилизат для приготовления концентрата для приготовления раствора для накожного скарифицированного нанесения						
LYO144	milklarga surtish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat   	лиофилизат для приготовления концентрата для приготовления раствора для нанесения на десны						
LYO145	sirtga qoʻllash uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat  	лиофилизат для приготовления концентрата для приготовления раствора для наружного применения						
LYO146	boʻgʻim atrofiga yuborish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat  	лиофилизат для приготовления концентрата для приготовления раствора для околосуставного введения						
LYO147	meʼdani yuvish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat  	лиофилизат для приготовления концентрата для приготовления раствора для орошения желудка						
LYO148	siydik pufagini yuvish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для орошения мочевого пузыря						
LYO149	parabulbar yuborish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для парабульбарного введения						
LYO150	peritoneal dializ uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для перитонеального диализа						
LYO151	teri ostiga yuborish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для подкожного введения						
LYO152	chayish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для полоскания						
LYO153	ichga qabul qilish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для приема внутрь						
LYO154	prik-testni oʻtkazish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для проведения прик-теста						
LYO155	koʻzni yuvish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для промывания глаз						
LYO156	burun boʻshligʻini yuvish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для промывания полости носа						
LYO157	ogʻiz boʻshligʻini chayish uchun eritma tayyorlash uchun granulalar konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для промывания полости рта						
LYO158	eshitish yoʻlini yuvish uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для промывания слухового прохода						
LYO159	ogʻiz boʻshligʻi shilliq qavati uchun eritma tayyorlash uchun konsentrat tayyorlash uchun liofilizat 	лиофилизат для приготовления концентрата для приготовления раствора для слизистой оболочки полости рта						
